name,visited,rating,href,Mon,Tue,Wed,Thu,Fri,Sat,Sun,latitude,longitude
The Laundromat,false,4.6 ,/biz/the-laundromat-san-francisco?osq=Restaurants,Closed,Closed,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,9:00 AM - 2:00 PM,37.775429,-122.498842
Memento SF,false,5.0 ,/biz/memento-sf-san-francisco-3?osq=Restaurants,Closed,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,Closed,37.751055,-122.433798
Ben Thai Cafe,false,4.4 ,/biz/ben-thai-cafe-san-francisco?osq=Restaurants,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:30 PM,37.789227,-122.420563
Cha Cha Cha,false,3.9 ,/biz/cha-cha-cha-san-francisco-4?osq=Restaurants,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,37.769143,-122.45204
Roma Antica,false,4.5 ,/biz/roma-antica-san-francisco-3?osq=Restaurants,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,37.799872,-122.440969
Fermentation Lab,false,4.9 ,/biz/fermentation-lab-san-francisco-3?osq=Restaurants,Closed,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,37.78571,-122.430036
The Snug,false,4.0 ,/biz/the-snug-san-francisco?osq=Restaurants,Closed,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),Closed,37.790835,-122.434437
Marufuku Ramen,false,4.4 ,/biz/marufuku-ramen-san-francisco-5?osq=Restaurants,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,37.785143,-122.431634
Savor,false,4.7 ,/biz/savor-san-francisco-7?osq=Restaurants,Closed,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,11:00 AM - 4:00 PM,11:00 AM - 4:00 PM,37.764083,-122.462226
Bottega,false,4.3 ,/biz/bottega-san-francisco-2?osq=Restaurants,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 11:00 PM,37.75472,-122.4212
little shucker,false,4.7 ,/biz/little-shucker-san-francisco?osq=Restaurants,Closed,Closed,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,37.788251,-122.433532
Kuker,false,4.8 ,/biz/kuker-san-francisco-2?osq=Restaurants,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,37.827325,-122.374024
Dumpling Home,false,4.5 ,/biz/dumpling-home-san-francisco?osq=Restaurants,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,37.775831,-122.422636
The Tailor’s Son,false,4.2 ,/biz/the-tailors-son-san-francisco?osq=Restaurants,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 9:00 PM,37.788611,-122.43405
Pearl,false,4.4 ,/biz/pearl-san-francisco-8?osq=Restaurants,Closed,5:00 PM - 9:15 PM,5:00 PM - 9:15 PM,5:00 PM - 9:15 PM,5:00 PM - 9:15 PM,5:00 PM - 9:15 PM,5:00 PM - 9:15 PM,37.783839,-122.483083
Otra,false,4.5 ,/biz/otra-san-francisco-3?osq=Restaurants,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,37.771928,-122.433475
Dumpling Story,false,4.7 ,/biz/dumpling-story-san-francisco?osq=Restaurants,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,11:30 AM - 2:15 PM,37.789307,-122.433806
Katsuo + Kombu,false,4.5 ,/biz/katsuo-kombu-san-francisco?osq=Restaurants,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,Closed,37.774801,-122.437985
Lokma,false,4.6 ,/biz/lokma-san-francisco?osq=Restaurants,4:00 PM - 8:30 PM,4:00 PM - 8:30 PM,4:00 PM - 8:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,9:30 AM - 2:30 PM,9:30 AM - 2:30 PM,37.782186,-122.478677
Oodle Yunnan Rice Noodle,false,4.7 ,/biz/oodle-yunnan-rice-noodle-san-francisco?osq=Restaurants,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,37.776005,-122.495635
Bento Peak,false,4.6 ,/biz/bento-peak-san-francisco?osq=Restaurants,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,4:30 PM - 9:30 PM,12:00 PM - 9:30 PM,12:00 PM - 9:30 PM,37.781089,-122.470207
Starbelly,false,3.8 ,/biz/starbelly-san-francisco?osq=Restaurants,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 9:00 PM,37.764075,-122.432572
Wooden Spoon,false,4.4 ,/biz/wooden-spoon-san-francisco?osq=Restaurants,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,37.766616,-122.43041
NONO,false,4.4 ,/biz/nono-san-francisco?osq=Restaurants,5:00 PM - 10:00 PM,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 12:00 AM (Next day),5:00 PM - 12:00 AM (Next day),5:00 PM - 10:00 PM,37.785686,-122.432903
Mattina,false,4.0 ,/biz/mattina-san-francisco?osq=Restaurants,Closed,Closed,Closed,8:00 AM - 3:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,37.787223,-122.434152
Lily,false,4.3 ,/biz/lily-san-francisco?osq=Restaurants,5:00 PM - 9:00 PM,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,37.782853,-122.461696
Kothai Republic,false,4.7 ,/biz/kothai-republic-san-francisco?osq=Restaurants,Closed,5:30 PM - 9:30 PM,5:30 PM - 9:30 PM,5:30 PM - 9:30 PM,5:00 PM - 10:00 PM,11:00 AM - 2:00 PM,12:00 PM - 8:00 PM,37.762327,-122.466044
Bistro Ember,false,4.8 ,/biz/bistro-ember-san-francisco?osq=Restaurants,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,37.750213,-122.427569
The Italian Homemade Company,false,4.3 ,/biz/the-italian-homemade-company-san-francisco-6?osq=Restaurants,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:30 PM,37.797574,-122.431021
JIJIME,false,4.3 ,/biz/jijime-san-francisco-8?osq=Restaurants,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,12:00 PM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,37.780655,-122.47895
Cafe de Casa,false,4.6 ,/biz/cafe-de-casa-san-francisco-4?osq=Restaurants,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 5:00 PM,37.762338,-122.43481
Beit Rima,false,4.3 ,/biz/beit-rima-san-francisco-4?osq=Restaurants,11:00 AM - 9:00 PM,Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,37.765978,-122.449665
opa cafe,false,4.6 ,/biz/opa-cafe-san-francisco?osq=Restaurants,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,8:00 AM - 4:00 PM,Closed,37.783966,-122.441526
C.Q. Noodles,false,4.6 ,/biz/c-q-noodles-san-francisco-2?osq=Restaurants,11:30 AM - 10:30 PM,5:00 PM - 10:30 PM,11:30 AM - 10:30 PM,11:30 AM - 10:30 PM,11:00 AM - 11:45 PM,11:00 AM - 12:00 AM (Next day),11:00 AM - 10:30 PM,37.7822,-122.482093
Kitchen Story,false,4.1 ,/biz/kitchen-story-san-francisco?osq=Restaurants,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:30 PM,9:00 AM - 2:30 PM,37.764291,-122.430724
Oraan Thai Eatery,false,4.9 ,/biz/oraan-thai-eatery-san-francisco?osq=Restaurants,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,37.781453,-122.459838
Blind Butcher,false,4.0 ,/biz/blind-butcher-san-francisco-2?osq=Restaurants,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,37.761128,-122.434095
Dumpling Kitchen,false,4.1 ,/biz/dumpling-kitchen-san-francisco?osq=Restaurants,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,Closed,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,37.74234,-122.487048
CreoLa,false,4.5 ,/biz/creola-san-francisco-3?osq=Restaurants,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,37.766272,-122.452728
Sotto Mare,false,4.3 ,/biz/sotto-mare-san-francisco-4?osq=Restaurants,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,37.799699,-122.408361
Santeria,false,4.4 ,/biz/santeria-san-francisco?osq=Restaurants,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,12:00 PM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,37.76489,-122.431787
Nopa,false,4.2 ,/biz/nopa-san-francisco?osq=Restaurants,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 11:00 PM,5:30 PM - 11:00 PM,5:30 PM - 10:00 PM,37.774893,-122.437567
Sweet Maple,false,4.3 ,/biz/sweet-maple-san-francisco?osq=Restaurants,8:00 AM - 2:30 PM,8:00 AM - 2:30 PM,8:00 AM - 2:30 PM,8:00 AM - 2:30 PM,8:00 AM - 2:30 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,37.7858,-122.435104
Pinsa Rossa,false,4.6 ,/biz/pinsa-rossa-san-francisco?osq=Restaurants,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,37.788966,-122.433975
Frances,false,4.3 ,/biz/frances-san-francisco?osq=Restaurants,Closed,5:15 PM - 9:15 PM,5:15 PM - 9:15 PM,5:15 PM - 9:15 PM,5:15 PM - 9:15 PM,5:15 PM - 9:15 PM,Closed,37.762768,-122.432252
Blue Whale,false,4.7 ,/biz/blue-whale-san-francisco?osq=Restaurants,,,,,,,,37.79725,-122.43282
Noodle in a Haystack,false,4.8 ,/biz/noodle-in-a-haystack-san-francisco?osq=Restaurants,,,,,,,,37.780664,-122.468722
Best Kept Secret,false,4.3 ,/biz/best-kept-secret-san-francisco?osq=Restaurants,Closed,Closed,6:00 PM - 12:00 AM (Next day),6:00 PM - 1:00 AM (Next day),6:00 PM - 2:00 AM (Next day),6:00 PM - 2:00 AM (Next day),Closed,37.742753,-122.477638
Horsefeather,false,4.0 ,/biz/horsefeather-san-francisco-2?osq=Restaurants,2:00 PM - 12:00 AM (Next day),2:00 PM - 12:00 AM (Next day),2:00 PM - 12:00 AM (Next day),2:00 PM - 12:00 AM (Next day),2:00 PM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 12:00 AM (Next day),37.774499,-122.437457
Fable,false,4.1 ,/biz/fable-san-francisco?osq=Restaurants,11:30 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,10:00 AM - 2:30 PM,10:00 AM - 2:30 PM,37.759958,-122.435089
Fog Harbor Fish House,false,4.3 ,/biz/fog-harbor-fish-house-san-francisco-2?osq=Restaurants,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,37.808673,-122.409821
Lavash,false,4.2 ,/biz/lavash-san-francisco-2?osq=Restaurants,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 8:00 PM,37.76407,-122.463424
La Sarrasine,false,4.7 ,/biz/la-sarrasine-san-francisco-2?osq=Restaurants,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,37.775245,-122.43806
Matsuyama Shabu House,false,4.5 ,/biz/matsuyama-shabu-house-san-francisco?osq=Restaurants,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:30 PM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,37.786052,-122.429805
Jamie’s Place,false,4.5 ,/biz/jamies-place-san-francisco?osq=Restaurants,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:30 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,37.762607,-122.466084
Copra,false,4.1 ,/biz/copra-san-francisco-2?osq=Restaurants,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 9:00 PM,37.785384,-122.432789
Daeho Kalbijjim &amp; Beef Soup,false,4.5 ,/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?osq=Restaurants,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,11:00 AM - 2:30 PM,10:30 AM - 2:30 PM,10:30 AM - 2:30 PM,37.785927,-122.428565
Tastebuds,false,4.2 ,/biz/tastebuds-san-francisco-2?osq=Restaurants,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,37.777158,-122.462669
Limoncello,false,4.8 ,/biz/limoncello-san-francisco?osq=Restaurants,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 8:00 PM,37.787318,-122.423591
KAIYŌ Rooftop,false,3.8 ,/biz/kaiy%C5%8D-rooftop-san-francisco-5?osq=Restaurants,4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),2:00 PM - 1:00 AM (Next day),11:00 AM - 1:00 AM (Next day),11:00 AM - 10:00 PM,37.778856,-122.392414
Tanglad,false,4.5 ,/biz/tanglad-san-francisco?osq=Restaurants,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,37.761507,-122.434808
Sunset29 BBQ,false,5.0 ,/biz/sunset29-bbq-san-francisco-2?osq=Restaurants,10:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Closed,Closed,37.744607,-122.486167
Zazie,false,4.2 ,/biz/zazie-san-francisco?osq=Restaurants,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,37.765257,-122.450002
Gao Viet Kitchen &amp; Bar,false,4.3 ,/biz/gao-viet-kitchen-and-bar-san-francisco?osq=Restaurants,Closed,Closed,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,11:30 AM - 3:00 PM,37.763721,-122.478514
Beit Rima,false,4.5 ,/biz/beit-rima-san-francisco-3?osq=Restaurants,Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,37.768723,-122.429281
Manitas Cafe,false,4.6 ,/biz/manitas-cafe-san-francisco-2?osq=Restaurants,Closed,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 2:00 PM,37.77356,-122.45069
Ollei,false,4.5 ,/biz/ollei-san-francisco?osq=Restaurants,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 1:00 AM (Next day),11:30 AM - 1:00 AM (Next day),11:30 AM - 1:00 AM (Next day),11:30 AM - 11:00 PM,37.796393,-122.422084
Nopalito,false,3.8 ,/biz/nopalito-san-francisco?osq=Restaurants,Closed,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,37.773435,-122.438993
Hook Fish,false,4.3 ,/biz/hook-fish-san-francisco-6?osq=Restaurants,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,37.762398,-122.506865
Beretta Divisadero,false,4.2 ,/biz/beretta-divisadero-san-francisco?osq=Restaurants,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:00 PM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 9:00 PM,37.775743,-122.438253
That’s My Jam,false,4.8 ,/biz/thats-my-jam-san-francisco?osq=Restaurants,Closed,Closed,Closed,Closed,9:00 AM - 3:00 PM,9:00 AM - 9:00 PM,9:00 AM - 3:00 PM,37.772607,-122.437124
Poesia Café,false,4.6 ,/biz/poesia-caf%C3%A9-san-francisco?osq=Restaurants,Closed,7:00 AM - 4:30 PM,7:00 AM - 4:30 PM,7:00 AM - 4:30 PM,7:00 AM - 4:30 PM,7:00 AM - 4:30 PM,7:00 AM - 4:30 PM,37.761114,-122.434414
Fish In The Box,false,4.6 ,/biz/fish-in-the-box-san-francisco?osq=Restaurants,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,Closed,37.773848,-122.445861
Serendipity,false,4.7 ,/biz/serendipity-san-francisco-5?osq=Restaurants,Closed,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,37.78217,-122.486364
Beach’n,false,4.7 ,/biz/beach-n-san-francisco?osq=Restaurants,8:00 AM - 2:00 PM,Closed,Closed,8:00 AM - 2:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,37.760469,-122.508242
Um Ma,false,3.8 ,/biz/um-ma-san-francisco-3?osq=Restaurants,4:00 PM - 9:00 PM,Closed,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,37.765498,-122.466196
